4	0.01886
3.99467	0.01887
3.98936	0.01874
3.98406	0.01872
3.97878	0.01872
3.97351	0.01859
3.96825	0.01861
3.96301	0.01859
3.95778	0.01849
3.95257	0.01855
3.94737	0.0185
3.94218	0.01844
3.93701	0.01851
3.93185	0.01844
3.9267	0.01842
3.92157	0.0185
3.91645	0.01842
3.91134	0.01844
3.90625	0.0185
3.90117	0.01843
3.8961	0.01849
3.89105	0.01853
3.88601	0.01847
3.88098	0.01857
3.87597	0.01858
3.87097	0.01855
3.86598	0.01867
3.861	0.01865
3.85604	0.01866
3.85109	0.01879
3.84615	0.01875
3.84123	0.01881
3.83632	0.01892
3.83142	0.01888
3.82653	0.01898
3.82166	0.01907
3.81679	0.01904
3.81194	0.01918
3.80711	0.01924
3.80228	0.01924
3.79747	0.0194
3.79267	0.01943
3.78788	0.01947
3.7831	0.01964
3.77834	0.01965
3.77358	0.01974
3.76884	0.0199
3.76412	0.0199
3.7594	0.02004
3.75469	0.02018
3.75	0.02019
3.74532	0.02037
3.74065	0.02049
3.73599	0.02052
3.73134	0.02074
3.72671	0.02082
3.72208	0.0209
3.71747	0.02113
3.71287	0.0212
3.70828	0.02133
3.7037	0.02156
3.69914	0.02162
3.69458	0.02182
3.69004	0.02203
3.6855	0.02211
3.68098	0.02235
3.67647	0.02255
3.67197	0.02266
3.66748	0.02295
3.663	0.02313
3.65854	0.02328
3.65408	0.02361
3.64964	0.02378
3.6452	0.024
3.64078	0.02435
3.63636	0.02453
3.63196	0.02483
3.62757	0.02519
3.62319	0.02539
3.61882	0.02577
3.61446	0.02614
3.61011	0.02641
3.60577	0.02687
3.60144	0.02726
3.59712	0.02761
3.59281	0.02816
3.58852	0.02859
3.58423	0.02906
3.57995	0.02971
3.57569	0.0302
3.57143	0.03084
3.56718	0.0316
3.56295	0.03224
3.55872	0.03309
3.5545	0.03401
3.5503	0.03487
3.5461	0.03602
3.54191	0.0372
3.53774	0.03846
3.53357	0.04006
3.52941	0.04172
3.52526	0.04364
3.52113	0.04601
3.517	0.04861
3.51288	0.0518
3.50877	0.05571
3.50467	0.06031
3.50058	0.06617
3.4965	0.07348
3.49243	0.08259
3.48837	0.0942
3.48432	0.10818
3.48028	0.12386
3.47625	0.1387
3.47222	0.14727
3.46821	0.14562
3.4642	0.13455
3.46021	0.11887
3.45622	0.10416
3.45224	0.09259
3.44828	0.08401
3.44432	0.07856
3.44037	0.07537
3.43643	0.07368
3.43249	0.0737
3.42857	0.07485
3.42466	0.07689
3.42075	0.08029
3.41686	0.08461
3.41297	0.09007
3.40909	0.0972
3.40522	0.10577
3.40136	0.11643
3.39751	0.12983
3.39367	0.14599
3.38983	0.16572
3.386	0.18893
3.38219	0.21412
3.37838	0.23907
3.37458	0.26004
3.37079	0.27464
3.367	0.28446
3.36323	0.29304
3.35946	0.30463
3.3557	0.32281
3.35196	0.34938
3.34821	0.38611
3.34448	0.43449
3.34076	0.49498
3.33704	0.56732
3.33333	0.64815
3.32963	0.72912
3.32594	0.79674
3.32226	0.8342
3.31858	0.82983
3.31492	0.78447
3.31126	0.71
3.30761	0.62319
3.30396	0.53745
3.30033	0.45963
3.2967	0.39293
3.29308	0.33744
3.28947	0.29134
3.28587	0.25372
3.28228	0.22292
3.27869	0.19716
3.27511	0.17611
3.27154	0.15852
3.26797	0.14343
3.26442	0.13105
3.26087	0.12035
3.25733	0.11099
3.2538	0.10331
3.25027	0.09637
3.24675	0.09027
3.24324	0.08528
3.23974	0.08051
3.23625	0.07641
3.23276	0.07302
3.22928	0.06959
3.22581	0.06678
3.22234	0.06437
3.21888	0.06182
3.21543	0.05989
3.21199	0.05809
3.20856	0.05615
3.20513	0.05484
3.20171	0.05341
3.19829	0.05195
3.19489	0.05106
3.19149	0.04987
3.1881	0.0488
3.18471	0.04818
3.18134	0.04716
3.17797	0.04642
3.1746	0.04596
3.17125	0.04507
3.1679	0.04462
3.16456	0.04423
3.16122	0.04348
3.15789	0.04325
3.15457	0.04288
3.15126	0.04227
3.14795	0.04221
3.14465	0.04182
3.14136	0.04137
3.13808	0.04142
3.1348	0.041
3.13152	0.04073
3.12826	0.04083
3.125	0.04039
3.12175	0.0403
3.1185	0.04038
3.11526	0.03995
3.11203	0.04003
3.10881	0.04005
3.10559	0.03968
3.10238	0.0399
3.09917	0.03982
3.09598	0.03955
3.09278	0.03986
3.0896	0.03969
3.08642	0.03955
3.08325	0.03989
3.08008	0.03964
3.07692	0.03966
3.07377	0.03997
3.07062	0.03967
3.06748	0.03986
3.06435	0.0401
3.06122	0.0398
3.0581	0.04013
3.05499	0.04025
3.05188	0.04001
3.04878	0.04046
3.04569	0.04044
3.0426	0.04032
3.03951	0.04081
3.03644	0.04067
3.03337	0.0407
3.0303	0.04118
3.02725	0.04095
3.02419	0.04115
3.02115	0.04156
3.01811	0.04129
3.01508	0.04165
3.01205	0.04194
3.00903	0.04169
3.00601	0.04219
3.003	0.04233
3	0.04215
